,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
197,AM265638,Unassigned,Unassigned,Unassigned,455_0,Clustered,38,VC_455_0,38,0.9392,1.0,0.9392,0,0,0,1.0
198,AM419438,Unassigned,Unassigned,Unassigned,359_0,Clustered,3,VC_359_0,3,0.892,0.96428571,0.8601,0,0,0,1.0
199,AM491472,Unassigned,Unassigned,Unassigned,490_0,Clustered,97,VC_490_0,97,0.9136,1.0,0.9136,0,0,0,0.9805
200,AM749121,Unassigned,Unassigned,Unassigned,494_0,Clustered,4,VC_494_0,4,0.794,0.99994239,0.794,0,0,0,1.0
201,AM749441,Unassigned,Unassigned,Unassigned,169_0,Clustered,26,VC_169_0,26,0.7886,1.0,0.7886,0,0,0,1.0
202,AM910650,Unassigned,Unassigned,Unassigned,502_0,Clustered,44,VC_502_0,44,0.9046,1.0,0.9046,0,0,0,1.0
203,AM910651,Unassigned,Unassigned,Unassigned,455_0,Clustered,38,VC_455_0,38,0.9392,1.0,0.9392,0,0,0,1.0
204,AP000363,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
205,AP000422,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
206,AP001553,Unassigned,Unassigned,Unassigned,13_1,Clustered,21,VC_13_1,21,0.2401,1.0,0.2401,0,0,0,0.9095
207,AP004402,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
208,AP005153,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
209,AP005154,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
210,AP008953,Unassigned,Unassigned,Unassigned,12_0,Clustered,33,VC_12_0,33,0.4632,1.0,0.4632,0,0,0,1.0
211,AP008954,Unassigned,Unassigned,Unassigned,13_0,Clustered,21,VC_13_0,21,0.2445,1.0,0.2445,0,0,0,0.9667
212,AP008979,Unassigned,Unassigned,Unassigned,74_0,Clustered,9,VC_74_0,9,0.5407,1.0,0.5407,0,0,0,1.0
213,AP008983,Unassigned,Unassigned,Unassigned,205_1,Clustered/Singleton,1,VC_205_1,1,0.0,0.0,0.0,0,0,0,1.0
214,AP008986,Unassigned,Unassigned,Unassigned,368_0,Clustered,14,VC_368_0,14,0.6086,1.0,0.6086,0,0,0,1.0
215,AP009146,Unassigned,Unassigned,Unassigned,66_0,Clustered,2,VC_66_0,2,0.1318,0.91362475,0.1204,0,0,0,1.0
216,AP009363,Unassigned,Unassigned,Unassigned,9_0,Clustered,43,VC_9_0,43,0.8225,1.0,0.8225,0,0,0,1.0
217,AP009390,Unassigned,Unassigned,Unassigned,98_0,Clustered,22,VC_98_0,22,0.5508,1.0,0.5508,0,0,0,1.0
218,AP011113,Unassigned,Unassigned,Unassigned,289_63,Clustered/Singleton,1,VC_289_63,1,0.0,0.0,0.0,0,0,0,1.0
219,AP011616,Unassigned,Unassigned,Unassigned,506_0,Clustered,4,VC_506_0,4,0.9841,0.99497946,0.9791,0,0,0,1.0
220,AP011617,Unassigned,Unassigned,Unassigned,506_0,Clustered,4,VC_506_0,4,0.9841,0.99497946,0.9791,0,0,0,1.0
221,AP011955,Unassigned,Unassigned,Unassigned,10_0,Clustered,21,VC_10_0,21,0.3238,1.0,0.3238,0,0,0,1.0
222,AP011956,Unassigned,Unassigned,Unassigned,10_0,Clustered,21,VC_10_0,21,0.3238,1.0,0.3238,0,0,0,1.0
223,AP012341,Unassigned,Unassigned,Unassigned,9_0,Clustered,43,VC_9_0,43,0.8225,1.0,0.8225,0,0,0,1.0
224,AP012529,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
225,AP012530,Unassigned,Unassigned,Unassigned,46_0,Clustered,10,VC_46_0,10,0.1222,1.0,0.1222,0,0,0,0.8444
226,AP012531,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
227,AP012532,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
228,AP012533,Unassigned,Unassigned,Unassigned,44_2,Clustered,7,VC_44_2,7,0.0496,1.0,0.0496,0,0,0,0.8571
229,AP012535,Unassigned,Unassigned,Unassigned,44_1,Clustered,35,VC_44_1,35,0.4561,1.0,0.4561,0,0,0,1.0
230,AP012538,Unassigned,Unassigned,Unassigned,46_0,Clustered,10,VC_46_0,10,0.1222,1.0,0.1222,0,0,0,0.8444
231,AP012539,Unassigned,Unassigned,Unassigned,46_0,Clustered,10,VC_46_0,10,0.1222,1.0,0.1222,0,0,0,0.8444
232,AP012540,Unassigned,Unassigned,Unassigned,46_0,Clustered,10,VC_46_0,10,0.1222,1.0,0.1222,0,0,0,0.8444
233,AP013029,Unassigned,Unassigned,Unassigned,92_3,Clustered,19,VC_92_3,19,0.3839,1.0,0.3839,0,0,0,0.807
234,AP013057,Unassigned,Unassigned,Unassigned,126_0,Clustered,3,VC_126_0,3,0.1127,0.99650333,0.1123,0,0,0,1.0
235,AP013538,Unassigned,Unassigned,Unassigned,344_0,Clustered,31,VC_344_0,31,0.9506,1.0,0.9506,0,0,0,1.0
236,AP013539,Unassigned,Unassigned,Unassigned,344_0,Clustered,31,VC_344_0,31,0.9506,1.0,0.9506,0,0,0,1.0
237,AP013540,Unassigned,Unassigned,Unassigned,508_0,Clustered,22,VC_508_0,22,0.6052,1.0,0.6052,0,0,0,1.0
238,AP013541,Unassigned,Unassigned,Unassigned,508_0,Clustered,22,VC_508_0,22,0.6052,1.0,0.6052,0,0,0,1.0
239,AP013542,Unassigned,Unassigned,Unassigned,508_0,Clustered,22,VC_508_0,22,0.6052,1.0,0.6052,0,0,0,1.0
240,AP013544,Unassigned,Unassigned,Unassigned,509_0,Clustered,11,VC_509_0,11,0.166,1.0,0.166,0,0,0,1.0
241,AP013545,Unassigned,Unassigned,Unassigned,508_0,Clustered,22,VC_508_0,22,0.6052,1.0,0.6052,0,0,0,1.0
242,AP013546,Unassigned,Unassigned,Unassigned,510_0,Clustered,4,VC_510_0,4,0.1712,0.999969,0.1712,0,0,0,1.0
243,AP013547,Unassigned,Unassigned,Unassigned,510_0,Clustered,4,VC_510_0,4,0.1712,0.999969,0.1712,0,0,0,1.0
244,AP013548,Unassigned,Unassigned,Unassigned,510_0,Clustered,4,VC_510_0,4,0.1712,0.999969,0.1712,0,0,0,1.0
245,AP014629,Unassigned,Unassigned,Unassigned,370_0,Clustered,2,VC_370_0,2,0.1687,0.91080758,0.1536,0,0,0,1.0
246,AP014714,Unassigned,Unassigned,Unassigned,517_0,Clustered,2,VC_517_0,2,0.0105,0.90791875,0.0095,0,0,0,1.0
247,AP014715,Unassigned,Unassigned,Unassigned,517_0,Clustered,2,VC_517_0,2,0.0105,0.90791875,0.0095,0,0,0,1.0
248,AP014887,Unassigned,Unassigned,Unassigned,526_0,Clustered,8,VC_526_0,8,0.4012,1.0,0.4012,0,0,0,1.0
249,AP014888,Unassigned,Unassigned,Unassigned,529_0,Clustered,16,VC_529_0,16,1.0,0.0,0.0,0,0,0,1.0
250,AP017924,Unassigned,Unassigned,Unassigned,351_0,Clustered,2,VC_351_0,2,0.0654,0.91280122,0.0597,0,0,0,1.0
251,AP017925,Unassigned,Unassigned,Unassigned,351_0,Clustered,2,VC_351_0,2,0.0654,0.91280122,0.0597,0,0,0,1.0
252,AP017972,Unassigned,Unassigned,Unassigned,472_5,Clustered,7,VC_472_5,7,0.2588,1.0,0.2588,0,0,0,1.0
253,AP018361,Unassigned,Unassigned,Unassigned,278_0,Clustered,11,VC_278_0,11,0.4989,1.0,0.4989,0,0,0,0.8727
254,AP018375,Unassigned,Unassigned,Unassigned,153_8,Clustered,2,VC_153_8,2,0.0043,0.66183247,0.0029,0,0,0,1.0
255,AP018462,Unassigned,Unassigned,Unassigned,535_0,Clustered,8,VC_535_0,8,0.4785,1.0,0.4785,0,0,0,1.0
256,AP018463,Unassigned,Unassigned,Unassigned,535_0,Clustered,8,VC_535_0,8,0.4785,1.0,0.4785,0,0,0,1.0
257,AP018469,Unassigned,Unassigned,Unassigned,240_0,Clustered,20,VC_240_0,20,0.8144,1.0,0.8144,0,0,0,1.0
258,AP018470,Unassigned,Unassigned,Unassigned,240_0,Clustered,20,VC_240_0,20,0.8144,1.0,0.8144,0,0,0,1.0
259,AP018471,Unassigned,Unassigned,Unassigned,240_0,Clustered,20,VC_240_0,20,0.8144,1.0,0.8144,0,0,0,1.0
260,AP018476,Unassigned,Unassigned,Unassigned,224_1,Clustered,17,VC_224_1,17,0.342,1.0,0.342,0,0,0,1.0
261,AP018477,Unassigned,Unassigned,Unassigned,327_24,Clustered,6,VC_327_24,6,0.0202,0.99999994,0.0202,0,0,0,0.7333
262,AP018478,Unassigned,Unassigned,Unassigned,327_24,Clustered,6,VC_327_24,6,0.0202,0.99999994,0.0202,0,0,0,0.7333
263,AP018479,Unassigned,Unassigned,Unassigned,225_6,Clustered,8,VC_225_6,8,0.0827,1.0,0.0827,0,0,0,1.0
264,AP018480,Unassigned,Unassigned,Unassigned,224_1,Clustered,17,VC_224_1,17,0.342,1.0,0.342,0,0,0,1.0
265,AP018485,Unassigned,Unassigned,Unassigned,540_0,Clustered,30,VC_540_0,30,0.675,1.0,0.675,0,0,0,1.0
266,AP018487,Unassigned,Unassigned,Unassigned,546_0,Clustered,6,VC_546_0,6,0.1393,1.0,0.1393,0,0,0,1.0
267,AP018714,Unassigned,Unassigned,Unassigned,98_0,Clustered,22,VC_98_0,22,0.5508,1.0,0.5508,0,0,0,1.0
268,AP018715,Unassigned,Unassigned,Unassigned,98_0,Clustered,22,VC_98_0,22,0.5508,1.0,0.5508,0,0,0,1.0
269,AP018813,Unassigned,Unassigned,Unassigned,289_81,Clustered,4,VC_289_81,4,0.0082,0.99992291,0.0082,0,0,0,1.0
270,AP018814,Unassigned,Unassigned,Unassigned,289_75,Clustered,2,VC_289_75,2,0.0026,0.91063565,0.0024,0,0,0,1.0
271,AP018815,Unassigned,Unassigned,Unassigned,82_0,Clustered,91,VC_82_0,91,0.7898,1.0,0.7898,0,0,0,0.7724
272,AP018932,Unassigned,Unassigned,Unassigned,289_48,Clustered/Singleton,1,VC_289_48,1,0.0,0.0,0.0,0,0,0,1.0
273,AP019417,Unassigned,Unassigned,Unassigned,559_0,Clustered,9,VC_559_0,9,0.8018,1.0,0.8018,0,0,0,1.0
274,AP019418,Unassigned,Unassigned,Unassigned,350_0,Clustered,15,VC_350_0,15,0.441,1.0,0.441,0,0,0,1.0
275,AP019522,Unassigned,Unassigned,Unassigned,154_0,Clustered,21,VC_154_0,21,0.5579,1.0,0.5579,0,0,0,1.0
276,AP019524,Unassigned,Unassigned,Unassigned,561_0,Clustered,2,VC_561_0,2,0.4086,0.71428571,0.2919,0,0,0,1.0
277,AP019525,Unassigned,Unassigned,Unassigned,561_0,Clustered,2,VC_561_0,2,0.4086,0.71428571,0.2919,0,0,0,1.0
278,AP019527,Unassigned,Unassigned,Unassigned,563_0,Clustered,9,VC_563_0,9,1.0,0.0,0.0,0,0,0,1.0
279,AP019535,Unassigned,Unassigned,Unassigned,82_1,Clustered,3,VC_82_1,3,0.0115,0.93132261,0.0107,0,0,0,0.6667
280,AP019559,Unassigned,Unassigned,Unassigned,198_15,Clustered/Singleton,1,VC_198_15,1,0.0,0.0,0.0,0,0,0,1.0
281,AP019560,Unassigned,Unassigned,Unassigned,11_0,Clustered,18,VC_11_0,18,0.7343,1.0,0.7343,0,0,0,1.0
282,AP019561,Unassigned,Unassigned,Unassigned,11_0,Clustered,18,VC_11_0,18,0.7343,1.0,0.7343,0,0,0,1.0
283,AP019562,Unassigned,Unassigned,Unassigned,11_0,Clustered,18,VC_11_0,18,0.7343,1.0,0.7343,0,0,0,1.0
284,AY007505,Unassigned,Unassigned,Unassigned,320_2,Clustered,20,VC_320_2,20,0.2026,1.0,0.2026,0,0,0,0.6842
285,AY027935,Unassigned,Unassigned,Unassigned,6_0,Clustered,25,VC_6_0,25,0.9568,1.0,0.9568,0,0,0,1.0
286,AY029185,Unassigned,Unassigned,Unassigned,284_0,Clustered,3,VC_284_0,3,0.3125,0.99696943,0.3115,0,0,0,1.0
287,AY048850,Unassigned,Unassigned,Unassigned,565_0,Clustered,3,VC_565_0,3,1.0,0.0,0.0,0,0,0,1.0
288,AY052766,Unassigned,Unassigned,Unassigned,31_0,Clustered,48,VC_31_0,48,0.6892,1.0,0.6892,0,0,0,0.9858
289,AY055382,Unassigned,Unassigned,Unassigned,50_0,Clustered,12,VC_50_0,12,0.397,1.0,0.397,0,0,0,1.0
290,AY078382,Unassigned,Unassigned,Unassigned,502_0,Clustered,44,VC_502_0,44,0.9046,1.0,0.9046,0,0,0,1.0
291,AY082070,Unassigned,Unassigned,Unassigned,567_0,Clustered,3,VC_567_0,3,0.3093,0.99601098,0.3081,0,0,0,1.0
292,AY129330,Unassigned,Unassigned,Unassigned,547_62,Clustered/Singleton,1,VC_547_62,1,0.0,0.0,0.0,0,0,0,1.0
293,AY129331,Unassigned,Unassigned,Unassigned,574_4,Clustered,28,VC_574_4,28,0.1691,1.0,0.1691,0,0,0,0.8968
294,AY129332,Unassigned,Unassigned,Unassigned,541_0,Clustered,75,VC_541_0,75,0.9419,1.0,0.9419,0,0,0,1.0
295,AY129334,Unassigned,Unassigned,Unassigned,536_0,Clustered,30,VC_536_0,30,0.9108,1.0,0.9108,0,0,0,1.0
296,AY129335,Unassigned,Unassigned,Unassigned,579_0,Clustered,21,VC_579_0,21,0.9915,1.0,0.9915,0,0,0,1.0
297,AY129337,Unassigned,Unassigned,Unassigned,581_9,Clustered,2,VC_581_9,2,0.0033,0.36123619,0.0012,0,0,0,1.0
298,AY129338,Unassigned,Unassigned,Unassigned,571_10,Clustered/Singleton,1,VC_571_10,1,0.0,0.0,0.0,0,0,0,1.0
299,AY129339,Unassigned,Unassigned,Unassigned,589_0,Clustered,2,VC_589_0,2,0.1038,0.91101226,0.0946,0,0,0,1.0
300,AY131267,Unassigned,Unassigned,Unassigned,278_0,Clustered,11,VC_278_0,11,0.4989,1.0,0.4989,0,0,0,0.8727
301,AY133112,Unassigned,Unassigned,Unassigned,24_0,Clustered,3,VC_24_0,3,0.4289,0.99678387,0.4275,0,0,0,1.0
302,AY135486,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
303,AY135739,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
304,AY150271,Unassigned,Unassigned,Unassigned,504_0,Clustered,19,VC_504_0,19,0.7805,1.0,0.7805,0,0,0,1.0
305,AY176327,Unassigned,Unassigned,Unassigned,153_7,Clustered,62,VC_153_7,62,0.4295,1.0,0.4295,0,0,0,0.88
306,AY190604,Unassigned,Unassigned,Unassigned,310_0,Clustered,33,VC_310_0,33,0.8784,1.0,0.8784,0,0,0,1.0
307,AY212251,Unassigned,Unassigned,Unassigned,104_0,Clustered,5,VC_104_0,5,0.0709,0.95732128,0.0679,0,0,0,1.0
308,AY216660,Unassigned,Unassigned,Unassigned,598_0,Clustered,33,VC_598_0,33,0.8776,1.0,0.8776,0,0,0,1.0
309,AY236756,Unassigned,Unassigned,Unassigned,600_0,Clustered,6,VC_600_0,6,0.926,0.99999986,0.926,0,0,0,1.0
310,AY242528,Unassigned,Unassigned,Unassigned,16_0,Clustered,12,VC_16_0,12,0.668,1.0,0.668,0,0,0,1.0
311,AY247822,Unassigned,Unassigned,Unassigned,423_0,Clustered,123,VC_423_0,123,0.9557,1.0,0.9557,0,0,0,1.0
312,AY251033,Unassigned,Unassigned,Unassigned,56_0,Clustered,60,VC_56_0,60,0.94,1.0,0.94,0,0,0,1.0
313,AY257527,Unassigned,Unassigned,Unassigned,456_0,Clustered,7,VC_456_0,7,0.9046,0.9996286,0.9043,0,0,0,1.0
314,AY264774,Unassigned,Unassigned,Unassigned,423_0,Clustered,123,VC_423_0,123,0.9557,1.0,0.9557,0,0,0,1.0
315,AY264775,Unassigned,Unassigned,Unassigned,423_0,Clustered,123,VC_423_0,123,0.9557,1.0,0.9557,0,0,0,1.0
316,AY264776,Unassigned,Unassigned,Unassigned,423_0,Clustered,123,VC_423_0,123,0.9557,1.0,0.9557,0,0,0,1.0
317,AY264777,Unassigned,Unassigned,Unassigned,423_0,Clustered,123,VC_423_0,123,0.9557,1.0,0.9557,0,0,0,1.0
318,AY264778,Unassigned,Unassigned,Unassigned,423_0,Clustered,123,VC_423_0,123,0.9557,1.0,0.9557,0,0,0,1.0
319,AY283928,Unassigned,Unassigned,Unassigned,560_1,Clustered,6,VC_560_1,6,0.1482,0.99954666,0.1481,0,0,0,1.0
320,AY288927,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
321,AY299121,Unassigned,Unassigned,Unassigned,74_0,Clustered,9,VC_74_0,9,0.5407,1.0,0.5407,0,0,0,1.0
322,AY303349,Unassigned,Unassigned,Unassigned,291_9,Clustered,8,VC_291_9,8,0.056,0.99998457,0.056,0,0,0,0.8929
323,AY308796,Unassigned,Unassigned,Unassigned,607_0,Clustered,26,VC_607_0,26,0.7642,1.0,0.7642,0,0,0,1.0
324,AY319521,Unassigned,Unassigned,Unassigned,3_0,Clustered,44,VC_3_0,44,0.8535,1.0,0.8535,0,0,0,1.0
325,AY320035,Unassigned,Unassigned,Unassigned,610_0,Clustered,2,VC_610_0,2,0.3191,0.81677502,0.2607,0,0,0,1.0
326,AY324828,Unassigned,Unassigned,Unassigned,612_0,Clustered,2,VC_612_0,2,0.8882,0.5,0.4441,0,0,0,1.0
327,AY328852,Unassigned,Unassigned,Unassigned,526_0,Clustered,8,VC_526_0,8,0.4012,1.0,0.4012,0,0,0,1.0
328,AY328853,Unassigned,Unassigned,Unassigned,526_0,Clustered,8,VC_526_0,8,0.4012,1.0,0.4012,0,0,0,1.0
329,AY343333,Unassigned,Unassigned,Unassigned,614_0,Clustered,27,VC_614_0,27,0.9947,1.0,0.9947,0,0,0,1.0
330,AY349011,Unassigned,Unassigned,Unassigned,164_0,Clustered,18,VC_164_0,18,0.7199,1.0,0.7199,0,0,0,0.8627
331,AY370673,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
332,AY370674,Unassigned,Unassigned,Unassigned,482_0,Clustered,53,VC_482_0,53,0.9183,1.0,0.9183,0,0,0,1.0
333,AY370762,Unassigned,Unassigned,Unassigned,623_0,Clustered,50,VC_623_0,50,0.9989,1.0,0.9989,0,0,0,1.0
334,AY374414,Unassigned,Unassigned,Unassigned,55_0,Clustered,2,VC_55_0,2,0.3004,0.84270079,0.2531,0,0,0,1.0
335,AY374448,Unassigned,Unassigned,Unassigned,58_0,Clustered,4,VC_58_0,4,0.4357,0.99996176,0.4357,0,0,0,1.0
336,AY375531,Unassigned,Unassigned,Unassigned,624_1,Clustered,7,VC_624_1,7,0.1832,0.99999996,0.1832,0,0,0,1.0
337,AY388628,Unassigned,Unassigned,Unassigned,623_0,Clustered,50,VC_623_0,50,0.9989,1.0,0.9989,0,0,0,1.0
338,AY394005,Unassigned,Unassigned,Unassigned,181_0,Clustered,53,VC_181_0,53,0.9219,1.0,0.9219,0,0,0,1.0
339,AY423772,Unassigned,Unassigned,Unassigned,623_0,Clustered,50,VC_623_0,50,0.9989,1.0,0.9989,0,0,0,1.0
340,AY441783,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
341,AY453853,Unassigned,Unassigned,Unassigned,361_0,Clustered,5,VC_361_0,5,0.5714,0.99999988,0.5714,0,0,0,1.0
342,AY500152,Unassigned,Unassigned,Unassigned,327_47,Clustered,11,VC_327_47,11,0.0479,1.0,0.0479,0,0,0,0.7273
343,AY500153,Unassigned,Unassigned,Unassigned,327_53,Clustered,2,VC_327_53,2,0.0057,0.91497906,0.0052,0,0,0,1.0
344,AY505112,Unassigned,Unassigned,Unassigned,630_0,Clustered,16,VC_630_0,16,0.9205,1.0,0.9205,0,0,0,1.0
345,AY508486,Unassigned,Unassigned,Unassigned,10_0,Clustered,21,VC_10_0,21,0.3238,1.0,0.3238,0,0,0,1.0
346,AY510084,Unassigned,Unassigned,Unassigned,630_0,Clustered,16,VC_630_0,16,0.9205,1.0,0.9205,0,0,0,1.0
347,AY526908,Unassigned,Unassigned,Unassigned,284_0,Clustered,3,VC_284_0,3,0.3125,0.99696943,0.3115,0,0,0,1.0
348,AY526909,Unassigned,Unassigned,Unassigned,284_0,Clustered,3,VC_284_0,3,0.3125,0.99696943,0.3115,0,0,0,1.0
349,AY539836,Unassigned,Unassigned,Unassigned,187_0,Clustered,4,VC_187_0,4,0.1401,0.99992539,0.1401,0,0,0,1.0
350,AY543070,Unassigned,Unassigned,Unassigned,198_37,Clustered,3,VC_198_37,3,0.0175,0.9969527,0.0174,0,0,0,1.0
351,AY569307,Unassigned,Unassigned,Unassigned,632_0,Clustered,2,VC_632_0,2,1.0,0.0,0.0,0,0,0,1.0
352,AY575774,Unassigned,Unassigned,Unassigned,633_0,Clustered,8,VC_633_0,8,0.9488,0.99999996,0.9488,0,0,0,1.0
353,AY583234,Unassigned,Unassigned,Unassigned,252_0,Clustered,3,VC_252_0,3,0.7627,0.9,0.6864,0,0,0,1.0
354,AY583235,Unassigned,Unassigned,Unassigned,252_0,Clustered,3,VC_252_0,3,0.7627,0.9,0.6864,0,0,0,1.0
355,AY583236,Unassigned,Unassigned,Unassigned,252_0,Clustered,3,VC_252_0,3,0.7627,0.9,0.6864,0,0,0,1.0
356,AY587007,Unassigned,Unassigned,Unassigned,198_37,Clustered,3,VC_198_37,3,0.0175,0.9969527,0.0174,0,0,0,1.0
357,AY605066,Unassigned,Unassigned,Unassigned,278_0,Clustered,11,VC_278_0,11,0.4989,1.0,0.4989,0,0,0,0.8727
358,AY605181,Unassigned,Unassigned,Unassigned,285_0,Clustered,2,VC_285_0,2,0.198,0.89869662,0.1779,0,0,0,1.0
359,AY625898,Unassigned,Unassigned,Unassigned,644_0,Clustered,20,VC_644_0,20,0.8402,1.0,0.8402,0,0,0,1.0
360,AY682195,Unassigned,Unassigned,Unassigned,649_2,Clustered/Singleton,1,VC_649_2,1,0.0,0.0,0.0,0,0,0,1.0
361,AY692264,Unassigned,Unassigned,Unassigned,198_37,Clustered,3,VC_198_37,3,0.0175,0.9969527,0.0174,0,0,0,1.0
362,AY699705,Unassigned,Unassigned,Unassigned,259_0,Clustered,46,VC_259_0,46,0.5207,1.0,0.5207,0,0,0,1.0
363,AY701338,Unassigned,Unassigned,Unassigned,456_0,Clustered,7,VC_456_0,7,0.9046,0.9996286,0.9043,0,0,0,1.0
364,AY714348,Unassigned,Unassigned,Unassigned,28_0,Clustered,4,VC_28_0,4,0.7443,0.99872306,0.7433,0,0,0,1.0
365,AY722806,Unassigned,Unassigned,Unassigned,471_0,Clustered,4,VC_471_0,4,1.0,0.0,0.0,0,0,0,1.0
366,AY730274,Unassigned,Unassigned,Unassigned,653_0,Clustered,112,VC_653_0,112,0.7111,1.0,0.7111,0,0,0,0.9131
367,AY736146,Unassigned,Unassigned,Unassigned,34_0,Clustered,6,VC_34_0,6,0.1554,1.0,0.1554,0,0,0,0.8667
368,AY739900,Unassigned,Unassigned,Unassigned,657_0,Clustered,7,VC_657_0,7,1.0,0.0,0.0,0,0,0,1.0
369,AY751298,Unassigned,Unassigned,Unassigned,365_0,Clustered,358,VC_365_0,358,0.9633,1.0,0.9633,0,0,0,1.0
370,AY772740,Unassigned,Unassigned,Unassigned,658_3,Clustered,7,VC_658_3,7,0.1469,1.0,0.1469,0,0,0,0.8571
371,AY848684,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
372,AY848685,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
373,AY848686,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
374,AY848687,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
375,AY848688,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
376,AY848689,Unassigned,Unassigned,Unassigned,627_0,Clustered,8,VC_627_0,8,0.9917,1.0,0.9917,0,0,0,1.0
377,AY855346,Unassigned,Unassigned,Unassigned,147_0,Clustered,3,VC_147_0,3,0.1296,0.99659474,0.1291,0,0,0,1.0
378,AY939843,Unassigned,Unassigned,Unassigned,344_0,Clustered,31,VC_344_0,31,0.9506,1.0,0.9506,0,0,0,1.0
379,AY939844,Unassigned,Unassigned,Unassigned,463_9,Clustered,3,VC_463_9,3,0.0378,0.99715421,0.0377,0,0,0,1.0
380,AY940168,Unassigned,Unassigned,Unassigned,665_2,Clustered,3,VC_665_2,3,0.0237,0.99721474,0.0236,0,0,0,1.0
381,AY950802,Unassigned,Unassigned,Unassigned,676_0,Clustered,4,VC_676_0,4,1.0,0.0,0.0,0,0,0,1.0
382,AY954949,Unassigned,Unassigned,Unassigned,103_0,Clustered,30,VC_103_0,30,0.7369,1.0,0.7369,0,0,0,1.0
383,AY954951,Unassigned,Unassigned,Unassigned,12_0,Clustered,33,VC_12_0,33,0.4632,1.0,0.4632,0,0,0,1.0
384,AY954952,Unassigned,Unassigned,Unassigned,12_0,Clustered,33,VC_12_0,33,0.4632,1.0,0.4632,0,0,0,1.0
385,AY954953,Unassigned,Unassigned,Unassigned,12_0,Clustered,33,VC_12_0,33,0.4632,1.0,0.4632,0,0,0,1.0
386,AY954954,Unassigned,Unassigned,Unassigned,15_1,Clustered,9,VC_15_1,9,0.1965,1.0,0.1965,0,0,0,0.8889
387,AY954955,Unassigned,Unassigned,Unassigned,9_0,Clustered,43,VC_9_0,43,0.8225,1.0,0.8225,0,0,0,1.0
388,AY954956,Unassigned,Unassigned,Unassigned,9_0,Clustered,43,VC_9_0,43,0.8225,1.0,0.8225,0,0,0,1.0
389,AY954957,Unassigned,Unassigned,Unassigned,9_0,Clustered,43,VC_9_0,43,0.8225,1.0,0.8225,0,0,0,1.0
390,AY954960,Unassigned,Unassigned,Unassigned,13_0,Clustered,21,VC_13_0,21,0.2445,1.0,0.2445,0,0,0,0.9667
391,AY954961,Unassigned,Unassigned,Unassigned,13_0,Clustered,21,VC_13_0,21,0.2445,1.0,0.2445,0,0,0,0.9667
392,AY954962,Unassigned,Unassigned,Unassigned,13_1,Clustered,21,VC_13_1,21,0.2401,1.0,0.2401,0,0,0,0.9095
393,AY954963,Unassigned,Unassigned,Unassigned,13_1,Clustered,21,VC_13_1,21,0.2401,1.0,0.2401,0,0,0,0.9095
394,AY954964,Unassigned,Unassigned,Unassigned,13_1,Clustered,21,VC_13_1,21,0.2401,1.0,0.2401,0,0,0,0.9095
395,AY954965,Unassigned,Unassigned,Unassigned,13_1,Clustered,21,VC_13_1,21,0.2401,1.0,0.2401,0,0,0,0.9095
